Month,Snow precipitation rate,Rain precipitation rate,Average Surface Skin temperature,Wind speed,Total precipitation rate,Temperature
200001,2.33793011451174e-06,2.5978629128076137e-05,275.51332194010416,3.4184738477071126,2.8316854877630248e-05,274.7118326822917
200002,1.831824713841949e-06,1.6846623505747024e-05,277.1663533528646,2.8532922824223834,1.8678419534505033e-05,276.66370951334636
200003,0.0,1.4589731169204848e-05,284.6539723714193,3.039056634902954,1.4589731169204848e-05,284.7115224202474
200004,0.0,1.820130558674767e-05,291.3384145100911,2.902063488960266,1.820130558674767e-05,291.2559102376302
200005,0.0,5.1634959769823276e-05,296.8020395914713,2.5161469697952272,5.1634959769823276e-05,296.71327006022136
200006,0.0,9.469916646291192e-05,298.7728210449219,2.333881115913391,9.469916646291192e-05,298.69371134440104
200007,0.0,3.863686846064714e-05,301.3367665608724,2.4040640433629354,3.863686846064714e-05,301.7220733642578
200008,0.0,5.804670654470101e-05,299.9158070882161,2.170052901903788,5.804670654470101e-05,299.64268900553384
200009,0.0,3.937966636537264e-05,295.54718729654945,2.6527487993240357,3.937966636537264e-05,296.0086924235026
200010,0.0,3.8202137269157295e-05,290.2972646077474,2.5830480178197224,3.8202137269157295e-05,290.08172709147135
200011,4.093055563370029e-08,2.9144541804271286e-05,282.54604288736977,2.9371214071909586,2.9185416678956244e-05,282.17844543457034
200012,4.1895161266107074e-08,7.651061741853482e-06,279.9043477376302,2.9264679829279583,7.692957008960851e-06,279.5734354654948
200101,5.474018833713975e-06,3.113653225833938e-05,276.8632080078125,3.3703957398732505,3.661040354927536e-05,276.4712829589844
200102,3.2453571501870707e-06,1.5976205274152257e-05,278.78106994628905,3.0759275436401365,1.9221592234922962e-05,278.53468322753906
200103,4.166666687603164e-09,1.4013010786584346e-05,285.0707285563151,3.482571991284688,1.4017123703524703e-05,285.3899180094401
200104,0.0,4.156181930738967e-05,289.3091969807943,2.9863173882166545,4.156181930738967e-05,289.526117960612
200105,0.0,1.6051088762954654e-05,296.6343994140625,2.1746597011884052,1.6051088762954654e-05,296.2503987630208
200106,0.0,5.682469466895175e-05,297.17144877115885,2.444027304649353,5.682469466895175e-05,296.7734639485677
200107,0.0,4.7541639893703784e-05,302.223393758138,2.2294813553492228,4.7541639893703784e-05,302.3007527669271
200108,0.0,5.611233924961804e-05,298.9852681477865,2.1058892091115315,5.611233924961804e-05,299.144091796875
200109,0.0,2.383430561773518e-06,295.871299235026,2.863398575782776,2.383430561773518e-06,296.22319844563805
200110,0.0,1.9006236531519486e-05,290.6554016113281,2.654727061589559,1.9006236531519486e-05,290.4339874267578
200111,0.0,1.0535166651000811e-05,283.92368977864584,2.590942708651225,1.0535166651000811e-05,283.51844380696616
200112,2.2355779700925876e-06,2.0429018756355315e-05,276.7869934082031,3.4544196287790934,2.2664502709327886e-05,276.6711730957031
200201,8.316935482829043e-07,1.4140228389199668e-05,278.8118835449219,2.755625112851461,1.4972163990023546e-05,278.5314585367839
200202,1.634970246300327e-07,1.7953437691176077e-05,281.1641825358073,3.0850940704345704,1.8117038689524633e-05,281.13714294433595
200203,0.0,5.043212331656832e-05,285.33827209472656,2.960483686129252,5.043212331656832e-05,285.2477752685547
200204,0.0,6.224072203622199e-05,289.659141031901,3.0813992818196616,6.224072203622199e-05,289.4532440185547
200205,0.0,6.317412650484282e-05,292.584721883138,2.468958044052124,6.317412650484282e-05,292.3394012451172
200206,0.0,9.215056925313548e-05,299.10825398763023,2.457449285189311,9.215056925313548e-05,299.0389902750651
200207,0.0,6.133553761173971e-05,300.8860117594401,1.9692738374074301,6.133553761173971e-05,301.26320292154946
200208,0.0,5.7962244560864444e-05,298.81879170735675,2.232617163658142,5.7962244560864444e-05,299.1784901936849
200209,0.0,2.099188883827689e-05,295.6878997802734,2.6990904966990152,2.099188883827689e-05,295.9720855712891
200210,0.0,2.601216395608693e-05,290.43767801920575,2.869456481933594,2.601216395608693e-05,290.3958048502604
200211,2.999999977141658e-09,8.357736093482042e-06,283.38250325520835,2.8547634919484457,8.360763869556346e-06,283.00647888183596
200212,5.503629064188924e-07,3.881263437506277e-05,277.3634073893229,3.159842681884766,3.936299702521258e-05,277.00746561686196
200301,3.4386155827329884e-06,8.273911271317047e-06,275.3790679931641,3.1805664698282876,1.1712513302578979e-05,275.0159932454427
200302,1.1135863151897259e-06,2.962136913993163e-05,279.0154327392578,2.943301248550415,3.073500004878345e-05,278.6561533610026
200303,4.838709746768366e-09,4.232534920447506e-05,282.5937428792318,3.317653210957845,4.233016091651128e-05,282.21282552083335
200304,0.0,6.105240281613078e-05,288.27464701334634,2.852054651578267,6.105240281613078e-05,288.2042633056641
200305,0.0,3.145889792601035e-05,293.8287373860677,2.2918227990468343,3.145889792601035e-05,293.2949645996094
200306,0.0,9.066238853847609e-05,298.1986857096354,2.4072103261947633,9.066238853847609e-05,297.79347534179686
200307,0.0,0.00011084657283693863,300.80865173339845,2.109251312414805,0.00011084657283693863,301.0392659505208
200308,0.0,6.712916632144091e-05,300.2063486735026,2.1904131968816123,6.712916632144091e-05,300.33521931966146
200309,0.0,2.8304110916603046e-05,296.3345896402995,2.162256042162577,2.8304110916603046e-05,296.32895914713544
200310,0.0,2.71813978542923e-05,288.655918375651,2.642556571960449,2.71813978542923e-05,288.69724527994794
200311,2.777777822574971e-11,1.9747472288145217e-05,283.2232228597005,3.0133171319961547,1.9747486173097666e-05,282.91538594563804
200312,3.6502688232076254e-07,4.297540340303385e-06,276.8578338623047,2.469194253285726,4.6626075345557185e-06,276.4643046061198
200401,3.059099473527264e-06,1.0665430090739392e-05,275.7903991699219,2.650435225168864,1.3724408654525178e-05,275.5424112955729
200402,3.2326149986457625e-07,1.8914324755314738e-05,282.048545328776,3.201171708106995,1.923757184461768e-05,281.5012990315755
200403,5.39381721361328e-08,1.733440861547327e-05,283.2762145996094,3.1576483647028604,1.7388346774775223e-05,282.59003092447915
200404,0.0,3.558554150610386e-05,290.21429341634115,2.95969873269399,3.558554150610386e-05,290.0080200195313
200405,0.0,5.621614230525059e-05,294.20184427897135,2.486302622159322,5.621614230525059e-05,294.05695292154945
200406,0.0,6.894455533862735e-05,297.1892059326172,2.0250207742055255,6.894455533862735e-05,296.9946655273437
200407,0.0,6.246061845255705e-05,301.03758748372394,2.0888747930526734,6.246061845255705e-05,301.7543955485026
200408,0.0,6.51813976825603e-05,299.387607828776,2.247994856039683,6.51813976825603e-05,299.64166768391925
200409,0.0,1.58633471680029e-05,294.98265075683594,2.229771367708842,1.58633471680029e-05,295.22984822591144
200410,0.0,1.444556441280535e-06,290.0376892089844,2.2125131169954937,1.444556441280535e-06,289.67987365722655
200411,4.104166694644344e-08,3.0497916789803033e-05,285.2514333089193,2.499422796567281,3.05389999387747e-05,285.1643859863281
200412,1.2371115675099039e-05,3.655685459976373e-06,278.5841888427734,3.0841140667597453,1.6026814500946783e-05,278.36493225097655
200501,4.9191935583318505e-06,6.313508053305365e-06,273.25355936686196,2.3861329793930053,1.1232997379314231e-05,273.8033111572266
200502,2.7712053565664975e-06,2.8936413764313328e-05,276.0773427327474,3.19634370803833,3.170808031427441e-05,275.5226776123047
200503,6.793723120305609e-06,1.8380712329720458e-05,282.1717803955078,2.921732234954834,2.5174516061573134e-05,281.9621917724609
200504,0.0,4.591276374412701e-05,291.9086079915365,2.8648232380549112,4.591276374412701e-05,291.8419199625651
200505,0.0,3.88709540857235e-05,294.65855611165364,2.7937195539474486,3.88709540857235e-05,294.31589864095054
200506,0.0,6.79754454419405e-05,300.96120402018227,2.1355741024017334,6.79754454419405e-05,301.24110005696616
200507,0.0,0.00011628805101887944,301.0613749186198,2.544871513048808,0.00011628805101887944,301.58949279785156
200508,0.0,8.992957009468228e-05,298.1857116699219,2.5462347745895384,8.992957009468228e-05,298.57789408365886
200509,0.0,8.029687523958273e-05,296.95603637695314,2.354914116859436,8.029687523958273e-05,296.9090220133464
200510,0.0,1.2739126304950332e-05,289.63002217610676,2.4246462980906167,1.2739126304950332e-05,290.1459431966146
200511,0.0,3.403062504124439e-05,286.0105224609375,2.264960511525472,3.403062504124439e-05,286.6169423421224
200512,1.9623655903947915e-09,3.109973120748085e-06,276.96513671875,2.900265638033549,3.1119623751389253e-06,277.17156473795575
200601,2.5988978601769e-06,1.89192607649602e-05,277.1173807779948,2.8973301728566487,2.1518481359332022e-05,276.9222106933594
200602,4.72940479691412e-06,2.231485104857711e-05,277.6884450276693,3.255222503344218,2.7044345248820415e-05,277.5953409830729
200603,5.82930108035858e-08,1.3274381641773895e-05,284.73017578125,2.702898359298706,1.3332728455376734e-05,285.4541005452474
200604,0.0,4.225488883093931e-05,289.9532470703125,2.8985569715499877,4.225488883093931e-05,290.26476135253904
200605,0.0,4.4907621243813386e-05,294.61952311197916,2.737130570411682,4.4907621243813386e-05,294.79112854003904
200606,0.0,5.3557138623242885e-05,300.0545969645182,2.3821878751118977,5.3557138623242885e-05,300.3725545247396
200607,0.0,0.00010109485204642017,300.8080240885417,2.3456902623176576,0.00010109485204642017,300.9342020670573
200608,0.0,4.819994586190053e-05,301.12737935384115,1.8598259965578714,4.819994586190053e-05,301.12200724283855
200609,0.0,2.6859375005490922e-05,293.5294453938802,2.25191680987676,2.6859375005490922e-05,293.5910685221354
200610,0.0,6.47052420390537e-06,292.8213124593099,1.8519413153330484,6.47052420390537e-06,292.92798868815106
200611,0.0,2.474311095284065e-05,285.50865580240884,2.6179030179977416,2.474311095284065e-05,286.0361684163411
200612,8.051075367498938e-09,6.103346807625106e-06,277.6561696370443,2.3284441669782003,6.111411266829236e-06,277.72852681477866
200701,3.261693509097145e-07,1.289331991453461e-05,276.3849680582682,2.7456021626790363,1.3219556421972811e-05,276.75079040527345
200702,0.0,2.498922616117246e-05,282.41876220703125,2.931092898050944,2.498922616117246e-05,282.8077067057292
200703,6.72043023082954e-11,4.38644623500295e-05,284.48468424479165,3.010834797223409,4.386452953137147e-05,284.4724385579427
200704,0.0,4.0643694471024595e-05,288.5302744547526,2.699523679415385,4.0643694471024595e-05,288.9129221598307
200705,0.0,2.62455508467004e-05,296.7489003499349,2.780192486445109,2.62455508467004e-05,296.71019083658854
200706,0.0,4.9176222213039485e-05,297.9576904296875,2.3123014052708943,4.9176222213039485e-05,297.41551615397134
200707,0.0,0.0001261197445273865,300.27211608886716,2.1959762295087177,0.0001261197445273865,300.4513804117839
200708,0.0,6.43812098132912e-05,300.4297810872396,2.1674237132072447,6.43812098132912e-05,300.43311665852866
200709,0.0,3.741537487561194e-05,295.2656321207682,2.1564504702885947,3.741537487561194e-05,295.13535868326824
200710,0.0,1.569280918071551e-05,290.8259562174479,2.347606579462687,1.569280918071551e-05,290.94793904622395
200711,0.0,4.9856527615096034e-06,283.9562947591146,2.3248983144760134,4.9856527615096034e-06,284.3045633951823
200712,0.0,1.1497594126315865e-05,279.4132334391276,2.6258620262145995,1.1497594126315865e-05,279.7016306559245
200801,2.2958387125981973e-05,9.552956964853365e-06,274.0046447753906,2.8738797505696616,3.251133020967245e-05,274.4991984049479
200802,1.004068975210733e-05,1.8990230122047554e-06,272.75352478027344,2.6167874733606973,1.1939784568918791e-05,275.8771077473958
200803,0.0,1.705370974984059e-05,284.6605509440104,2.891208044687907,1.705370974984059e-05,285.38233846028646
200804,0.0,3.499520801900265e-05,289.6537292480469,2.785738404591878,3.499520801900265e-05,289.8670206705729
200805,0.0,3.272379017289495e-05,296.03954060872394,2.5120909134546916,3.272379017289495e-05,296.01169738769534
200806,0.0,7.036287509739243e-05,296.7541971842448,2.3266051093737286,7.036287509739243e-05,296.4160115559896
200807,0.0,0.000117374260056143,301.0027211507161,2.373572023709615,0.000117374260056143,300.83038533528645
200808,0.0,9.518704318907112e-05,299.27796834309896,2.035306926568349,9.518704318907112e-05,299.39109700520834
200809,0.0,1.159041670083146e-05,296.3059010823568,2.3143463452657063,1.159041670083146e-05,296.43006591796876
200810,0.0,2.721235183950436e-05,291.45684916178385,1.9188853700955708,2.721235183950436e-05,291.801518758138
200811,0.0,2.478024980518967e-05,283.375395711263,2.1063597718874614,2.478024980518967e-05,284.11582336425784
200812,6.863709643312176e-07,3.0979569904350987e-06,278.11766153971354,3.0440020163853965,3.7844489118773104e-06,279.2306427001953
200901,7.219085972565153e-07,6.815658586371379e-06,275.6234842936198,2.6372246503829957,7.537755391240353e-06,276.1775177001953
200902,7.914880868524025e-07,3.675638375473985e-05,280.6962086995443,3.198449381192525,3.754781234116914e-05,280.80475158691405
200903,7.590053717384156e-08,2.705700292911691e-05,283.216460164388,3.0688530445098876,2.7132943675193625e-05,283.5228983561198
200904,0.0,3.819091665112258e-05,289.3392374674479,2.4339858293533325,3.819091665112258e-05,289.7048319498698
