Year,Month,Snow precipitation rate,Rain precipitation rate,Average Surface Skin temperature,Wind speed,Total precipitation rate,Temperature
2000.0,6.5,7.807829546666034e-07,5.0290451506498355e-05,288.46398864746095,2.7656682419776915,5.1071266983247663e-05,288.3467568969726
2001.0,6.5,1.3958625080925932e-06,4.700350590534677e-05,288.7062571207682,2.7279684575398764,4.8399403882134105e-05,288.732644297282
2002.0,6.5,1.483303488316647e-06,5.761289173127202e-05,288.87287368774406,2.729178308844567,5.9096213478066304e-05,288.9845361328125
2003.0,6.5,7.628152584017908e-07,4.2023496731265665e-05,288.79468226114915,2.698696115414302,4.2786327082164155e-05,288.77184666951496
2004.0,6.5,1.8940906530430048e-06,3.815464435433569e-05,288.775863087972,2.4835734220345813,4.004876569221475e-05,288.801198272705
2005.0,6.5,2.0192391482076745e-06,4.727083452470045e-05,288.4901855977376,2.403599254886309,4.929009854852969e-05,288.6296537272135
2006.0,6.5,2.847565272642849e-07,4.8101903068982196e-05,289.07863983154294,2.236842637459437,4.8386657591284655e-05,289.1263866170247
2007.0,6.5,7.936891422810622e-08,4.7301423715377183e-05,289.1883257039388,2.2769329863786703,4.738080008754272e-05,289.1509485371908
2008.0,6.5,3.715385962266282e-06,4.5020055926713326e-05,288.1028210957845,2.1181270627180733,4.8735455072043504e-05,288.4665016174317
2009.0,6.5,1.0102215258878112e-06,4.761136320666992e-05,288.6837565612794,2.180786630908648,4.86216171725573e-05,288.68601888020834
2010.0,6.5,1.841320533046975e-06,6.280726822069484e-05,288.1800010681152,2.1038022007544837,6.464861106527074e-05,288.20748616536457
2011.0,6.5,1.0518751382268543e-06,4.527692589874732e-05,288.2053591918945,1.9701277259985606,4.63287970107255e-05,288.1831996663411
2012.0,6.5,5.633134939642126e-07,6.338684704132902e-05,288.0716429138184,2.0066838993628817,6.395016054132914e-05,288.1737119547526
2013.0,6.5,4.714741262198951e-07,4.893347706759717e-05,288.780392964681,1.9901340740919107,4.9404944228020516e-05,289.08281951904297
2014.0,6.5,6.299502213280571e-07,5.011694351082952e-05,288.733747660319,1.8632702825466791,5.07468851738698e-05,288.84140904744464
2015.0,6.5,1.5050371318843975e-08,6.96407292919806e-05,288.9041675821941,1.8148210106293359,6.965577619666874e-05,288.9701674906413
2016.0,6.5,2.242378392589931e-07,7.221879615220436e-05,289.22120117187495,1.8239824104309081,7.244303375197585e-05,289.4683345540364
2017.0,6.5,5.682733286012839e-08,5.117878061734397e-05,289.3033489481608,1.7255822837352748,5.123561069922289e-05,289.54656234741213
