Year,Month,Snow precipitation rate,Rain precipitation rate,Average Surface Skin temperature,Wind speed,Total precipitation rate,Temperature
2000,1,1.345564506749497e-06,3.315977819511318e-05,277.38888397216795,4.459249830245971,3.4505464100220706e-05,276.91575927734374
2000,2,5.5477370551670905e-06,2.993075413542101e-05,276.88719787597654,3.392854082584381,3.547844835338765e-05,276.37889862060547
2000,3,4.0322581384977243e-11,2.4457237941533094e-05,283.0947296142578,3.526065993309021,2.4457258132315473e-05,283.1982727050781
2000,4,0.0,3.13956667923776e-05,288.9347351074219,3.5074888467788696,3.13956667923776e-05,288.86991424560546
2000,5,0.0,6.0411874619603624e-05,294.91508331298826,3.3152262449264525,6.0411874619603624e-05,294.44061889648435
2000,6,0.0,0.00010302985429007094,298.2606399536133,2.6064783453941347,0.00010302985429007094,297.40311126708986
2000,7,0.0,3.8219798625505064e-05,301.7477035522461,2.830791211128235,3.8219798625505064e-05,301.34537200927736
2000,8,0.0,6.509683480544481e-05,300.44677581787107,3.090980315208435,6.509683480544481e-05,299.9278198242188
2000,9,0.0,3.385525014891755e-05,295.6521255493164,3.3588668584823607,3.385525014891755e-05,295.6631546020508
2000,10,0.0,4.332798380346503e-05,291.63556518554685,3.2152119994163515,4.332798380346503e-05,291.5135162353516
2000,11,1.522708345191859e-07,4.77953331937897e-05,284.51710205078126,3.6803436398506166,4.7947624989319595e-05,284.60565795898435
2000,12,2.0604838866233876e-07,8.247439495789877e-06,280.6740966796875,3.349418246746063,8.453427449239826e-06,280.38580017089845
2001,1,3.1316733839048537e-06,4.46141131760669e-05,277.8000183105469,4.01803013086319,4.774598801304819e-05,277.64398193359375
2001,2,2.671428549660959e-06,3.2306450793839756e-05,279.39943542480466,3.96179062128067,3.497821435303194e-05,279.2089508056641
2001,3,6.370967756130774e-09,1.5560483780063807e-05,283.92236785888673,3.677236008644104,1.5566935462629772e-05,283.73250885009764
2001,4,5.833333371896287e-10,3.9538541932415684e-05,288.19376983642576,3.517011857032776,3.95391045458382e-05,288.15052337646483
2001,5,0.0,2.5614294099796097e-05,294.7067138671875,2.7184298634529114,2.5614294099796097e-05,293.9390563964844
2001,6,0.0,0.00012087943832739256,296.43292541503905,2.500603663921356,0.00012087943832739256,295.5679046630859
2001,7,0.0,5.916725822316948e-05,302.2121276855469,2.6345015168190002,5.916725822316948e-05,301.6108001708984
2001,8,0.0,8.707423403393477e-05,298.9095916748047,2.700008809566498,8.707423403393477e-05,298.66861114501955
2001,9,0.0,1.0741229198174551e-05,296.1348220825195,3.413023591041565,1.0741229198174551e-05,296.25453033447263
2001,10,0.0,1.601266126272094e-05,291.49224853515625,2.9994112253189087,1.601266126272094e-05,291.3962036132813
2001,11,1.4583333429740718e-10,1.9504062584019267e-05,284.5481292724609,2.997171902656555,1.950420837601996e-05,284.27203674316405
2001,12,5.146975794900754e-07,3.3910887395904865e-05,278.59791412353513,3.9228537678718567,3.4425645208102654e-05,278.3653793334961
2002,1,6.691532249192278e-07,2.6663992048270303e-05,278.919987487793,3.2485484957695006,2.733314522629371e-05,278.6898727416992
2002,2,7.684374978111919e-07,1.9854285528708716e-05,280.69326934814455,3.2280256032943724,2.062283483610372e-05,280.5209533691406
2002,3,0.0,6.339157262118534e-05,284.994921875,3.3257861137390137,6.339157262118534e-05,284.9337646484375
2002,4,0.0,7.837220837245696e-05,289.3639511108398,3.1770312428474425,7.837220837245696e-05,289.3084014892578
2002,5,0.0,7.212778182292822e-05,292.3676788330078,2.791081738471985,7.212778182292822e-05,291.7652099609375
2002,6,0.0,8.15520001197001e-05,298.2661956787109,3.0259770512580872,8.15520001197001e-05,297.40218658447264
2002,7,0.0,5.694096762454137e-05,300.378857421875,2.509757709503174,5.694096762454137e-05,299.83115844726564
2002,8,0.0,7.2492318940931e-05,299.51399993896484,2.6319719791412353,7.2492318940931e-05,299.1757354736328
2002,9,0.0,2.7675395722326356e-05,295.80481872558596,2.8706668496131895,2.7675395722326356e-05,295.8072265625
2002,10,0.0,4.129185472265817e-05,290.7885986328125,3.1909954071044924,4.129185472265817e-05,290.75732421875
2002,11,1.1249999931628451e-09,2.142718740287819e-05,283.7896728515625,3.0582704305648805,2.1428333184303483e-05,283.45055694580077
2002,12,8.758447529544356e-06,3.5487722016114276e-05,278.6259033203125,3.802194821834564,4.4246310608286876e-05,278.73887023925784
2003,1,3.2578628861301695e-06,2.0222016064508353e-05,275.51824340820315,3.4561645865440367,2.3479798346670578e-05,275.65417022705077
2003,2,7.153348235533486e-07,3.6523950802802575e-05,279.56265716552736,3.344268500804901,3.72391963537666e-05,279.26012725830077
2003,3,9.133064531319235e-08,4.63457863588701e-05,282.4540390014648,3.6324179768562317,4.643715710699326e-05,282.16651458740233
2003,4,0.0,6.175877060741187e-05,288.18968505859374,3.1369852423667908,6.175877060741187e-05,288.00695648193357
2003,5,0.0,2.875981836041319e-05,293.2478424072266,2.9575889229774477,2.875981836041319e-05,292.6648864746094
2003,6,0.0,6.135062521934742e-05,297.93206481933595,2.607585310935974,6.135062521934742e-05,296.73257598876955
2003,7,0.0,0.00010207268132944591,302.3730224609375,2.2495200991630555,0.00010207268132944591,301.87421875
2003,8,0.0,4.943149233440636e-05,301.48895263671875,2.4804938435554504,4.943149233440636e-05,301.11666412353514
2003,9,0.0,3.095843730989145e-05,297.5356506347656,2.455776882171631,3.095843730989145e-05,297.43301849365236
2003,10,0.0,2.0105887324461945e-05,289.91996307373046,2.8289140701293944,2.0105887324461945e-05,290.21766357421876
2003,11,7.291666673236997e-10,1.864124997155159e-05,285.15102233886716,3.4282407760620117,1.864195846792427e-05,285.0070327758789
2003,12,7.4475805866836e-08,1.1631169354586745e-05,278.0019729614258,3.065182161331177,1.1705786300808541e-05,277.60473480224607
2004,1,5.217802413426398e-06,1.8855463804356986e-05,276.1129119873047,3.0186341166496278,2.4073266104096547e-05,276.0799057006836
2004,2,2.247844797187426e-07,2.564892211012193e-05,281.26659393310547,3.6501515984535216,2.5873749927995958e-05,280.9264877319336
2004,3,7.076612898448964e-09,2.5273407300119288e-05,282.4060028076172,3.4858540058135987,2.5280524369009072e-05,282.0706069946289
2004,4,0.0,4.570320834318409e-05,288.7146591186523,3.3427889823913572,4.570320834318409e-05,288.47373352050784
2004,5,0.0,6.662631130893715e-05,293.8180725097656,2.7955633759498597,6.662631130893715e-05,293.3379699707031
2004,6,0.0,7.033968831819948e-05,297.3357986450195,2.487187397480011,7.033968831819948e-05,296.66026916503904
2004,7,0.0,4.1986310498032255e-05,302.17667694091796,2.4638345003128053,4.1986310498032255e-05,301.70131530761716
2004,8,0.0,3.7743488064734265e-05,300.902001953125,2.862107753753662,3.7743488064734265e-05,300.67808685302737
2004,9,0.0,3.772818809011369e-05,295.6484130859375,2.8307227730751037,3.772818809011369e-05,295.8655380249023
2004,10,0.0,4.83919354792306e-06,290.2940414428711,2.8276206493377685,4.83919354792306e-06,290.30151519775393
2004,11,7.82083331429817e-08,3.150033326164703e-05,286.1111312866211,2.827388072013855,3.157845821988303e-05,286.02315216064454
2004,12,1.0925241826953425e-05,2.9449597059283404e-05,280.534928894043,3.590175914764404,4.037483886349946e-05,280.2758819580078
2005,1,7.357641175076424e-06,1.4980423384258756e-05,274.6149658203125,2.767490494251251,2.2338246162689755e-05,274.9106948852539
2005,2,3.545803562587935e-06,6.021767840138637e-05,277.10424652099607,3.7221845030784606,6.37635042949114e-05,276.6018127441406
2005,3,4.238346832607931e-06,2.7819395018013893e-05,281.4705322265625,3.349218797683716,3.2057742282631806e-05,281.37942657470705
2005,4,0.0,3.9954270869202445e-05,290.9254653930664,3.174795460700989,3.9954270869202445e-05,290.91351013183595
2005,5,0.0,4.2170665437879506e-05,293.43155670166016,3.5485515713691713,4.2170665437879506e-05,292.92566680908203
2005,6,0.0,4.360687489679549e-05,300.6479125976563,2.8703935623168944,4.360687489679549e-05,300.05931396484374
2005,7,0.0,8.838979920255952e-05,301.70957336425784,2.767566406726837,8.838979920255952e-05,301.5490249633789
2005,8,0.0,7.121169328456744e-05,300.17675018310547,2.924978029727936,7.121169328456744e-05,299.946044921875
2005,9,0.0,5.337995826266706e-05,297.99473876953124,2.8272544026374815,5.337995826266706e-05,297.76649475097656
2005,10,0.0,2.078004026770941e-05,290.32910003662107,2.5557551741600038,2.078004026770941e-05,290.51982421875
2005,11,0.0,4.154731232119957e-05,286.952685546875,2.563446593284607,4.154731232119957e-05,287.4796173095703
2005,12,5.4213709743677896e-08,1.3893770210415824e-05,277.21014099121095,3.3947414636611937,1.3947983961770661e-05,277.31944885253904
2006,1,2.383850824116962e-06,3.479498009255622e-05,278.4251983642578,3.526785838603973,3.717872968991287e-05,278.34965057373046
2006,2,1.3342857059228663e-06,3.492928572086384e-05,278.35447692871094,3.7864278674125673,3.626346024248051e-05,278.0447708129883
2006,3,3.969556445326816e-07,2.1258387187117477e-05,283.59096069335936,3.3610233664512634,2.1655322507285744e-05,283.7366516113281
