Year,Month,Snow precipitation rate,Rain precipitation rate,Average Surface Skin temperature,Wind speed,Total precipitation rate,Temperature
2000,1,1.1817204258098476e-07,3.476158575116036e-05,278.3837036132812,5.463291676839193,3.488021538942121e-05,278.0120422363281
2000,2,5.067183868353216e-06,3.1911494079395195e-05,277.3478515625,4.025174490610758,3.697882154180358e-05,276.9355895996094
2000,3,2.688172092331816e-11,2.575854838748152e-05,283.28066202799477,3.9738415241241456,2.5758575308524693e-05,283.1609232584635
2000,4,0.0,3.3219916804227975e-05,288.6888387044271,3.9881303787231444,3.3219916804227975e-05,288.29820556640624
2000,5,0.0,5.9672768838936466e-05,294.5494120279948,3.8283243974049888,5.9672768838936466e-05,293.7940388997396
2000,6,0.0,0.00010846094470859194,298.03635864257814,2.962589470545451,0.00010846094470859194,297.0244852701823
2000,7,0.0,3.987908567069098e-05,302.03408203125,3.421295245488485,3.987908567069098e-05,301.34677937825523
2000,8,0.0,6.956056555888306e-05,300.92783406575523,3.7972034454345702,6.956056555888306e-05,300.26085001627604
2000,9,0.0,3.625463917463397e-05,296.2697387695313,4.066582155227661,3.625463917463397e-05,296.0662577311198
2000,10,0.0,4.60634139017202e-05,292.341845703125,3.907752354939779,4.60634139017202e-05,292.2592529296875
2000,11,0.0,5.058966683767115e-05,285.56903483072915,4.401676972707112,5.058966683767115e-05,285.7165242513021
2000,12,9.997311896844015e-08,8.861021433403948e-06,281.56565348307294,3.9525298277537027,8.960967655487669e-06,281.4404622395833
2001,1,2.111263446143615e-06,4.738427451229654e-05,278.60630900065104,4.6414710203806555,4.949577972486926e-05,278.4877888997396
2001,2,1.5425000253680801e-06,3.539446406648494e-05,279.9100830078125,4.58667155901591,3.693729183093334e-05,279.75055135091145
2001,3,3.2258064404840544e-09,1.6793709619378205e-05,284.13487955729164,4.105179516474406,1.679690867604222e-05,283.6518859863281
2001,4,0.0,4.059955560175392e-05,288.12127278645835,3.928303511937459,4.059955560175392e-05,287.7828308105469
2001,5,0.0,2.6971666738973e-05,294.28127237955727,3.08418927192688,2.6971666738973e-05,293.27153930664065
2001,6,0.0,0.0001249626666928331,296.44422200520836,2.9019578456878663,0.0001249626666928331,295.52284749348956
2001,7,0.0,5.889763439578625e-05,302.2773417154948,3.26737117767334,5.889763439578625e-05,301.4350992838542
2001,8,0.0,9.759209642652422e-05,299.4600402832031,3.2350692907969156,9.759209642652422e-05,299.0883422851563
2001,9,0.0,1.420358324442835e-05,297.00274047851565,4.210843022664388,1.420358324442835e-05,296.88572794596354
2001,10,0.0,1.581317222492847e-05,292.2322998046875,3.57888027826945,1.581317222492847e-05,292.07264811197916
2001,11,0.0,2.073775006768604e-05,285.3915120442708,3.5116233189900714,2.073775006768604e-05,285.1785929361979
2001,12,4.503494608343317e-07,3.5135430031611274e-05,279.5745320638021,4.632900826136271,3.558588723535649e-05,279.3485412597656
2002,1,4.864784879525056e-07,3.0238709829670066e-05,279.4185811360677,3.867896636327108,3.0725242443926014e-05,279.288037109375
2002,2,3.4276785735679976e-07,2.1819375009120754e-05,280.93157348632815,3.5484720547993978,2.216214294700573e-05,280.72914428710936
2002,3,0.0,6.372018882151072e-05,285.0873087565104,3.6877148469289143,6.372018882151072e-05,284.91994222005206
2002,4,0.0,7.819816576860224e-05,289.3697998046875,3.641329860687256,7.819816576860224e-05,289.19517822265624
2002,5,0.0,7.134940824471414e-05,292.38966064453126,3.107089805603027,7.134940824471414e-05,291.65028889973956
2002,6,0.0,8.237902802648023e-05,298.17112019856773,3.434532610575358,8.237902802648023e-05,297.1685282389323
2002,7,0.0,5.909903241748301e-05,300.36065673828125,3.018897517522176,5.909903241748301e-05,299.6424499511719
2002,8,0.0,7.614741965274636e-05,300.1095336914062,3.082415533065796,7.614741965274636e-05,299.60169677734376
2002,9,0.0,2.9903083365449372e-05,296.51682535807294,3.3532710234324137,2.9903083365449372e-05,296.36126098632815
2002,10,0.0,4.3066290042285495e-05,291.55786946614586,3.794913387298584,4.3066290042285495e-05,291.502685546875
2002,11,0.0,2.3989416755891096e-05,284.68092447916666,3.7983606815338136,2.3989444525795988e-05,284.4061726888021
2002,12,7.106559102491398e-06,3.650658666932334e-05,279.6906209309896,4.592369572321574,4.361319903788778e-05,279.74501139322916
2003,1,2.027688174166542e-06,2.362013437959831e-05,276.4276448567708,4.05477344195048,2.564776902242253e-05,276.44597778320315
2003,2,6.943154825004665e-07,3.52186310919933e-05,279.77967122395836,3.83411971728007,3.5913065948989244e-05,279.4695170084635
2003,3,1.556451631283077e-08,4.381174779458282e-05,282.54389038085935,4.229440832138062,4.382731228057916e-05,282.1610616048177
2003,4,0.0,6.151758352643811e-05,287.9303751627604,3.595429706573486,6.151758352643811e-05,287.5375183105469
2003,5,0.0,3.0192043050192295e-05,292.88794759114586,3.410169569651286,3.0192043050192295e-05,292.2143127441406
2003,6,0.0,5.8468139468459415e-05,297.5684102376302,3.045613082249959,5.8468139468459415e-05,296.25396728515625
2003,7,0.0,9.156709760039424e-05,302.37534790039064,2.70122709274292,9.156709760039424e-05,301.6083577473958
2003,8,0.0,4.910591402828383e-05,301.94972737630206,3.028423961003621,4.910591402828383e-05,301.393516031901
2003,9,0.0,3.0383305541666536e-05,298.2721211751302,3.079047695795695,3.0383305541666536e-05,298.0057413736979
2003,10,0.0,1.8852984188318562e-05,290.90074666341144,3.4421802520751954,1.8852984188318562e-05,291.0984822591146
2003,11,2.777777822574971e-11,2.1157111162513806e-05,286.2977620442708,4.161858860651652,2.1157138932418698e-05,286.1081481933594
2003,12,2.5188171790905638e-08,1.2467473122039033e-05,279.08612263997395,3.785605541865031,1.2492768776913484e-05,278.7423522949219
2004,1,5.091693590960252e-06,1.9412312152174612e-05,276.74144287109374,3.608795420328776,2.4504247267032043e-05,276.71193440755206
2004,2,8.428160875872948e-08,2.554752888196769e-05,281.3892435709635,3.999634345372518,2.5631839162088e-05,280.9642008463542
2004,3,4.086021524833209e-09,2.8669327972844862e-05,282.5608601888021,4.090645694732666,2.8673414271906948e-05,282.0756103515625
2004,4,0.0,4.683080599837316e-05,288.42059733072915,3.9026154200236003,4.683080599837316e-05,288.0237284342448
2004,5,0.0,6.80656730158565e-05,293.58324178059894,3.3305230458577473,6.80656730158565e-05,292.86554361979165
2004,6,0.0,6.907383455351616e-05,297.2935729980469,2.975381851196289,6.907383455351616e-05,296.4555399576823
2004,7,0.0,3.795123654223668e-05,302.41400349934895,3.134372091293335,3.795123654223668e-05,301.54747721354164
2004,8,0.0,3.894443507306278e-05,301.522060139974,3.5978872776031494,3.894443507306278e-05,301.0050313313802
2004,9,0.0,4.510027817256438e-05,296.40564982096356,3.7546741644541424,4.510027817256438e-05,296.5021606445313
2004,10,0.0,5.079677430330776e-06,291.29652099609376,3.6457120259602864,5.079677430330776e-06,291.20595703125
2004,11,5.25277776830535e-08,3.1630999728804454e-05,286.8303181966146,3.273367230097453,3.1683499764767474e-05,286.7686706542969
2004,12,7.970833363894296e-06,3.520922085347896e-05,281.55458170572916,4.198683977127075,4.318010736218033e-05,281.2991048177083
2005,1,4.39056454411002e-06,1.9325483784389992e-05,275.886757405599,3.4281625588734945,2.3716075277964897e-05,275.8244120279948
2005,2,2.466785694347588e-06,6.766651737658928e-05,277.5592488606771,4.310287157694499,7.013318439324697e-05,277.09117024739584
2005,3,3.203198961424884e-06,3.2051800735644066e-05,281.60248006184895,3.812686538696289,3.5255107650300485e-05,281.24256591796876
2005,4,0.0,3.9348444988718254e-05,290.31678670247396,3.6395593802134196,3.9348444988718254e-05,289.9206217447917
2005,5,0.0,4.4563763367477804e-05,293.1287027994792,3.966931947072347,4.4563763367477804e-05,292.3647521972656
2005,6,0.0,4.195602790180904e-05,300.15142415364585,3.135421355565389,4.195602790180904e-05,299.3121378580729
2005,7,0.0,8.621672071361294e-05,302.0669677734375,2.9744145393371584,8.621672071361294e-05,301.4797383626302
2005,8,0.0,7.161475853839268e-05,300.706689453125,3.3324578921000163,7.161475853839268e-05,300.13719075520834
2005,9,0.0,5.06123333858947e-05,298.5405334472656,3.1984835624694825,5.06123333858947e-05,298.01080322265625
2005,10,0.0,2.3703655824647284e-05,291.0928243001302,3.001729647318522,2.3703655824647284e-05,291.07862345377606
2005,11,0.0,3.8892222073627634e-05,287.59120890299477,2.8855299313863116,3.8892222073627634e-05,287.8913330078125
2005,12,5.045698934225129e-08,1.6877392530053232e-05,277.8521789550781,3.806031815210978,1.6927849659017134e-05,277.7784464518229
2006,1,2.3914516380803737e-06,3.5083521652268246e-05,278.90394694010416,3.8907979488372804,3.747491912993913e-05,278.7447489420573
2006,2,6.107738054576354e-07,3.56111903480875e-05,278.6498494466146,4.1217552661895756,3.6221934472753976e-05,278.2690165201823
