Year,Month,Snow precipitation rate,Rain precipitation rate,Average Surface Skin temperature,Wind speed,Total precipitation rate,Temperature
2000.0,6.5,4.4044632596863036e-07,4.54161375955664e-05,289.91625128851996,3.9823659949832493,4.5856631782549395e-05,289.5262842814127
2001.0,6.5,3.4227822823220916e-07,4.454050030189036e-05,289.78637542724607,3.8070383866628013,4.488283273834288e-05,289.3730329725477
2002.0,6.5,6.613171206500586e-07,5.136805871693972e-05,289.857039557563,3.577271960841285,5.202938710782392e-05,289.5175330268012
2003.0,6.5,2.3023201021241427e-07,3.969684707954003e-05,289.66831393771696,3.5306574794981214,3.992709353042301e-05,289.25324605305985
2004.0,6.5,1.1002851969017637e-06,3.762627753126758e-05,290.0010077582465,3.626024378670587,3.872658738449293e-05,289.618746609158
2005.0,6.5,8.425838491020618e-07,4.440242676840475e-05,289.7079835679796,3.4576413604948253,4.524501198122581e-05,289.3443162706163
2006.0,6.5,2.794686077648804e-07,4.3960574829624316e-05,290.3163908216688,3.4531089915169613,4.424005211250106e-05,289.94818047417533
2007.0,6.5,2.7033180777236154e-08,4.6653420377475006e-05,290.4026545206705,3.5574287003941003,4.668044154590865e-05,290.1087483723958
2008.0,6.5,1.682782338945859e-06,4.430989034365969e-05,289.5117382473416,3.362836813926697,4.5992709894764835e-05,289.30989668104377
2009.0,6.5,3.589691607864943e-07,4.711849912079439e-05,289.9127143012153,3.3667095621426903,4.747748617369829e-05,289.5700281778972
2010.0,6.5,1.3301206908653304e-06,4.9246739470416075e-05,289.3535825941299,3.455049026012421,5.0576886517066874e-05,289.05494333902993
2011.0,6.5,4.800796030145371e-07,4.319064828766589e-05,289.38101671006933,3.360385235150655,4.367070324759779e-05,288.8601265801323
2012.0,6.5,8.254512656809728e-07,5.218658940672565e-05,289.3744905259875,3.619649381107754,5.30120228480276e-05,288.9966859605577
2013.0,6.5,2.6880344135375247e-07,4.011865050617619e-05,290.0447799682617,3.608968917528788,4.038745114990484e-05,289.8424647013346
2014.0,6.5,3.669636459609679e-07,4.533136011812328e-05,289.8769712660048,3.5049670444594483,4.569832129467007e-05,289.53605448404943
2015.0,6.5,1.830421151840758e-09,6.284028450964898e-05,290.0543184068468,3.9369894027709953,6.284211493847479e-05,289.95829349093975
2016.0,6.5,8.79518916662652e-09,6.467378137434329e-05,290.32952440049917,3.8413919793234936,6.468256297011977e-05,290.24485473632814
2017.0,6.5,2.5313619965593324e-10,4.934160293083146e-05,290.7522793240017,3.570839248763191,4.9341853850314184e-05,290.80949130588107
