Month,Snow precipitation rate,Rain precipitation rate,Average Surface Skin temperature,Wind speed,Total precipitation rate,Temperature
200001,3.3010332600724723e-06,2.8771295433216437e-05,276.3832416534424,3.8356820046901703,3.207235420177312e-05,275.78680992126465
200002,5.021848096475878e-06,2.6682273869482742e-05,276.6645851135254,3.129314213991165,3.170398690599541e-05,275.90619468688965
200003,0.0,2.285022674186621e-05,283.22582626342773,3.421494409441948,2.285022674186621e-05,283.194917678833
200004,0.0,2.791479187180812e-05,289.35964012145996,3.289727345108986,2.791479187180812e-05,289.30214500427246
200005,0.0,6.0585484106923104e-05,295.2583255767822,2.9400448203086853,6.0585484106923104e-05,294.87808418273926
200006,0.0,9.216356829711003e-05,298.4671058654785,2.3975356221199036,9.216356829711003e-05,297.70527839660645
200007,0.0,3.692479822348105e-05,301.28244400024414,2.4857408106327057,3.692479822348105e-05,300.90013313293457
200008,0.0,6.0370337223503157e-05,299.9816436767578,2.645128533244133,6.0370337223503157e-05,299.36472511291504
200009,0.0,3.196885427314555e-05,295.2652053833008,2.932033494114876,3.196885427314555e-05,295.25499153137207
200010,0.0,3.723989357240498e-05,291.15373611450195,2.8471071869134903,3.723989357240498e-05,290.8325595855713
200011,5.316666671362213e-07,4.167760403106513e-05,283.63477516174316,3.3003279715776443,4.220929690745834e-05,283.5079765319824
200012,2.0493951735645055e-07,7.873588600659787e-06,280.10523986816406,3.054206535220146,8.078629093688505e-06,279.6426258087158
200101,4.866759070409898e-06,4.1384753330930835e-05,277.29684829711914,3.771376922726631,4.625136125468998e-05,277.0551948547363
200102,2.9542410509009187e-06,2.8559598263200314e-05,279.0778465270996,3.607884392142296,3.151381145016785e-05,278.77985763549805
200103,5.292338841472732e-10,1.536882564323605e-05,284.08595275878906,3.576101914048195,1.5369480934168678e-05,284.0297393798828
200104,7.369791651945512e-09,3.911697922376334e-05,288.55718994140625,3.3519493639469147,3.9124323393480154e-05,288.63932609558105
200105,0.0,2.450685474286729e-05,295.34216690063477,2.4729812890291214,2.450685474286729e-05,294.70672607421875
200106,0.0,0.00010121453124156687,296.4738368988037,2.396520361304283,0.00010121453124156687,295.7357177734375
200107,0.0,6.150367971713422e-05,302.337121963501,2.276442065834999,6.150367971713422e-05,301.8306541442871
200108,0.0,7.699357365709147e-05,298.68856620788574,2.3979876339435577,7.699357365709147e-05,298.43815422058105
200109,0.0,6.9025781215259485e-06,295.7247943878174,2.9285965263843536,6.9025781215259485e-06,295.7744083404541
200110,0.0,1.6370564367207407e-05,291.1687183380127,2.813030183315277,1.6370564367207407e-05,290.88243865966797
200111,7.812500125992106e-11,1.7667864540271694e-05,283.97671127319336,2.7688802033662796,1.7667942756816046e-05,283.63770484924316
200112,3.89415323098774e-07,3.0663810548503534e-05,277.80828857421875,3.5549606382846832,3.105314999629627e-05,277.5609302520752
200201,7.411542348734201e-07,2.1236164457150153e-05,278.69180488586426,2.9267743080854416,2.1977268147566065e-05,278.3293857574463
200202,9.552455395578363e-07,1.6961411745342048e-05,280.7702007293701,3.188181847333908,1.7916601677825383e-05,280.5418186187744
200203,0.0,6.0207056094441214e-05,285.14011001586914,3.204677239060402,6.0207056094441214e-05,285.01903915405273
200204,0.0,7.427934951920179e-05,289.5816898345947,3.0746926814317703,7.427934951920179e-05,289.46531105041504
200205,0.0,7.117933455447201e-05,292.5874137878418,2.6940504610538483,7.117933455447201e-05,291.99910736083984
200206,0.0,8.164257724274648e-05,298.58034896850586,2.829513505101204,8.164257724274648e-05,297.832181930542
200207,0.0,5.462139574774483e-05,300.7131767272949,2.211899846792221,5.462139574774483e-05,300.22155380249023
200208,0.0,6.352449645419256e-05,299.10773277282715,2.4589780122041702,6.352449645419256e-05,298.8133182525635
200209,0.0,2.4073098870758258e-05,295.5091953277588,2.6857918798923492,2.4073098870758258e-05,295.45105934143066
200210,0.0,3.7409677361210925e-05,290.51010513305664,2.998767614364624,3.7409677361210925e-05,290.24853897094727
200211,8.854166705374311e-10,1.765541662734904e-05,283.59259605407715,3.010015219449997,1.7656328054727055e-05,283.2540855407715
200212,7.602116966154426e-06,3.6571345845004544e-05,278.0864677429199,3.7146242409944534,4.417366403686174e-05,278.1813545227051
200301,4.494405203558927e-06,1.6184652110950992e-05,275.2285633087158,3.496507301926613,2.0679032445514167e-05,275.4009666442871
200302,6.900111593211022e-07,3.96626676320011e-05,279.55553817749023,3.367789700627327,4.035253937217931e-05,279.22092056274414
200303,2.6285282228588613e-08,4.726882571048918e-05,282.5441646575928,3.6472919583320618,4.729506008516182e-05,282.2333755493164
200304,0.0,6.0797708329118905e-05,288.4251346588135,3.1484435498714447,6.0797708329118905e-05,288.34253120422363
200305,0.0,2.8260030376259238e-05,293.56451988220215,2.884035497903824,2.8260030376259238e-05,293.00439262390137
200306,0.0,7.114510390238138e-05,298.09284019470215,2.5848249197006226,7.114510390238138e-05,297.10130882263184
200307,0.0,0.00011120257113361731,302.0146007537842,2.2134061604738235,0.00011120257113361731,301.8391284942627
200308,0.0,4.633772732631769e-05,301.13385581970215,2.4742136001586914,4.633772732631769e-05,300.92966079711914
200309,0.0,3.3092890816988074e-05,297.1753692626953,2.4224696159362793,3.3092890816988074e-05,297.09683418273926
200310,0.0,2.1772001105091476e-05,289.562068939209,2.8678102046251297,2.1772001105091476e-05,289.73475456237793
200311,1.302083330045889e-09,1.5095000037490536e-05,284.4758834838867,3.355245962738991,1.5096276172243961e-05,284.3043632507324
200312,9.09526205461475e-08,9.097454636730617e-06,277.4973602294922,2.8653484880924225,9.188482891886451e-06,277.12575912475586
200401,4.326990904246486e-06,1.7049848622718855e-05,276.02116203308105,3.0156401693820953,2.137704120741546e-05,275.94996643066406
200402,1.4334590233561206e-07,2.5876374024846882e-05,281.6123561859131,3.7318272590637207,2.6019827828349662e-05,281.14233016967773
200403,5.342741925956629e-09,2.0790171333828766e-05,282.74293518066406,3.4428650736808777,2.0795564751097118e-05,282.2813529968262
